set,subset,partition,filename,attack_family_token,relative_path,sha256,size_bytes,header_raw,column_names,schema_exact_match,has_utf8_bom,row_count,blank_line_count,malformed_row_count,malformed_wrong_field_count,malformed_bad_timestamp,malformed_bad_arbitration_id,malformed_bad_data_field,malformed_bad_attack_label,attack0_count,attack1_count,attack_ratio,empty_data_field_count,empty_data_field_attack1_count,timestamp_min,timestamp_max,timestamp_span_s,timestamp_decrease_count,timestamp_equal_consecutive_count,timestamp_max_decrease_s,unique_arbitration_id_count,arbitration_id_hexlen_min,arbitration_id_hexlen_max,data_field_hexlen_min,data_field_hexlen_max,data_field_hexlen_min_nonempty,odd_hexlen_data_field_count,attack_episode_count,attack_contiguity,first_attack_row,last_attack_row,longest_attack_episode_rows,attack_row_density_within_span,first_attack_timestamp,last_attack_timestamp,attack_time_span_s,max_gap_between_attack_frames_s,attack_time_episode_count_gap_gt_1s,attack_time_contiguity_gap_gt_1s,quoted_row_count,file_ends_with_newline,error
set_01,train_01,train,DoS-2.csv,DoS,set_01/train_01/DoS-2.csv,ed28da2b77dc3c556ebe54f73f6c4aec8dcf9a744b9b306ad858951f01f85809,12122150,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,311045,0,0,0,0,0,0,0,285091,25954,0.08344130,0,0,1672531200.0,1672531397.1018071,197.101807,0,41,0.000000000,51,3,3,4,16,4,0,11045,multiple,25069,79525,13,0.476596,1672531217.3331811,1672531237.0384319,19.705251,0.001909,1,single_window,0,True,
set_01,train_01,train,force-neutral-1.csv,force-neutral,set_01/train_01/force-neutral-1.csv,90f42168f45241ea6979849b421405a28bab9556701a9ca1133bc6e6ea464c89,27754807,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,715435,0,0,0,0,0,0,0,708935,6500,0.00908538,0,0,1672531200.0,1672531690.1851721,490.185172,142,7,0.007418156,51,3,3,4,16,4,0,5746,multiple,287824,322848,3,0.185582,1672531398.9520931,1672531418.67188,19.719787,0.004656,1,single_window,0,True,
set_01,train_01,train,force-neutral-2.csv,force-neutral,set_01/train_01/force-neutral-2.csv,a84b2a1d2ca680a29cd8c212c6bd983f4a82d58d1cde2ff4c0cf1c182db37717,38541656,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,998485,0,0,0,0,0,0,0,997993,492,0.00049275,0,0,1672531200.0,1672532072.9258521,872.925852,25,0,0.000119925,51,3,3,4,16,4,0,492,multiple,400161,409374,1,0.053397,1672531476.759342,1672531482.7903221,6.030980,0.013506,1,single_window,0,True,
set_01,train_01,train,rpm-1.csv,rpm,set_01/train_01/rpm-1.csv,44e6b912666f4e089b885f910d2f9211c6faf99c74dc87d4f79cac33a86a3b31,32695456,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,841053,0,0,0,0,0,0,0,837715,3338,0.00396883,0,0,1672531200.0,1672531779.352093,579.352093,41,3,0.000126839,51,3,3,4,16,4,0,2947,multiple,262181,279478,3,0.192970,1672531381.2617681,1672531390.9250569,9.663289,0.004323,1,single_window,0,True,
set_01,train_01,train,rpm-2.csv,rpm,set_01/train_01/rpm-2.csv,6627e889f6bc0a7d60e20a632ab7f645a758d4a3af69e0525b540b71303c6a56,31718456,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,822459,0,0,0,0,0,0,0,822085,374,0.00045473,0,0,1672531200.0,1672531768.5355811,568.535581,19,0,0.000110865,51,3,3,4,16,4,0,374,multiple,313258,320186,1,0.053976,1672531416.61487,1672531421.145443,4.530573,0.013289,1,single_window,0,True,
set_01,train_01,train,standstill-1.csv,standstill,set_01/train_01/standstill-1.csv,11a514b6d9a1007acef158dcd21fc48f168e2f1024221b3f28bcf13baca7867f,75978651,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1955048,0,0,0,0,0,0,0,1952833,2215,0.00113296,0,0,1672531200.0,1672532550.215075,1350.215075,25,4,0.000169039,51,3,3,4,16,4,0,1904,multiple,556804,568330,3,0.192158,1672531584.968152,1672531591.4127162,6.444564,0.004018,1,single_window,0,True,
set_01,train_01,train,standstill-2.csv,standstill,set_01/train_01/standstill-2.csv,29629eba417975566943220ecc87fb562e05c730094d0f3dd1f38c2fa105b5a7,48937495,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1267144,0,0,0,0,0,0,0,1265599,1545,0.00121928,0,0,1672531200.0,1672532074.9261661,874.926166,24,1,0.007894993,51,3,3,4,16,4,0,1348,multiple,467912,475943,3,0.192356,1672531523.4632261,1672531527.9525459,4.489320,0.004027,1,single_window,0,True,
set_02,test_01_known_vehicle_known_attack,test,double-3.csv,double,set_02/test_01_known_vehicle_known_attack/double-3.csv,3d24a7fc708ca920580c72ff667d37df9c5037caf331471d0562a34d131d04b5,41775703,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1106909,0,0,0,0,0,0,0,1105633,1276,0.00115276,0,0,1672531200.0,1672531754.3853409,554.385341,15,6,0.000055075,62,3,3,4,16,4,0,1045,multiple,323282,340968,2,0.072143,1672531363.451967,1672531371.649791,8.197824,0.012987,1,single_window,0,True,
set_02,test_01_known_vehicle_known_attack,test,double-4.csv,double,set_02/test_01_known_vehicle_known_attack/double-4.csv,9e6248652f95b208bdff2f42b38d86e016510120b2e1493d56ca126c81e7bbb0,49379769,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1300435,0,0,0,0,0,0,0,1299820,615,0.00047292,0,0,1672531200.0,1672531851.996917,651.996917,9,2,0.000031948,62,3,3,4,16,4,0,490,multiple,588824,597246,2,0.073014,1672531494.379148,1672531498.28253,3.903382,0.012852,1,single_window,0,True,
set_02,test_01_known_vehicle_known_attack,test,fuzzing-3.csv,fuzzing,set_02/test_01_known_vehicle_known_attack/fuzzing-3.csv,5e3f3d75efff9a7fcb1acae56fa2dfca5b8049cf33b0c3978bfa30e9f868ec85,18755856,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,495332,0,0,0,0,0,0,0,489220,6112,0.01233920,370,370,1672531200.0,1672531446.1206241,246.120624,0,11,0.000000000,1925,3,3,0,16,2,0,4326,multiple,311805,331320,5,0.313179,1672531355.9014711,1672531362.6043291,6.702858,0.001325,1,single_window,0,True,
set_02,test_01_known_vehicle_known_attack,test,fuzzing-4.csv,fuzzing,set_02/test_01_known_vehicle_known_attack/fuzzing-4.csv,af823272547f3356ef5dbba838e8f472b6ac0dcc5a046a91094bdc2092c45b6a,23502550,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,619269,0,0,0,0,0,0,0,619066,203,0.00032781,10,10,1672531200.0,1672531510.99509,310.995090,0,0,0.000000000,250,3,3,0,16,2,0,203,multiple,83974,124678,1,0.004987,1672531242.0637641,1672531262.29298,20.229216,0.100313,1,single_window,0,True,
set_02,test_01_known_vehicle_known_attack,test,interval-3.csv,interval,set_02/test_01_known_vehicle_known_attack/interval-3.csv,1d15c1d078fe7bc91438f4b1855e62c408a9325c605d6ff1b88f71f7415a67cb,33584019,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,891053,0,0,0,0,0,0,0,890946,107,0.00012008,0,0,1672531200.0,1672531645.430057,445.430057,0,0,0.000000000,62,3,3,4,16,4,0,107,multiple,436229,457569,1,0.005014,1672531418.0983269,1672531428.7178969,10.619570,0.102613,1,single_window,0,True,
set_02,test_01_known_vehicle_known_attack,test,interval-4.csv,interval,set_02/test_01_known_vehicle_known_attack/interval-4.csv,07d8e41c9554c95a421e3aad9d8b7b185edbfd568acb36505da0b5fb2b51f1e3,32589943,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,857658,0,0,0,0,0,0,0,857632,26,0.00003032,0,0,1672531200.0,1672531710.2366068,510.236607,0,0,0.000000000,62,3,3,4,16,4,0,26,multiple,388147,393182,1,0.005163,1672531394.073808,1672531396.5797129,2.505905,0.102983,1,single_window,0,True,
set_02,test_01_known_vehicle_known_attack,test,speed-3.csv,speed,set_02/test_01_known_vehicle_known_attack/speed-3.csv,0925bcd53d764a4aa57bccbaed5873c32a29b35a97ca3bc3418f53cb2afcbc87,98986383,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,2625443,0,0,0,0,0,0,0,2622302,3141,0.00119637,0,0,1672531200.0,1672532810.0149,1610.014900,45,2,0.000179052,62,3,3,4,16,4,0,2933,multiple,829752,850877,3,0.148679,1672531884.3250949,1672531893.31208,8.986985,0.004204,1,single_window,0,True,
set_02,test_01_known_vehicle_known_attack,test,speed-4.csv,speed,set_02/test_01_known_vehicle_known_attack/speed-4.csv,122cfd410b0d2b4b55059bb75c26368e8337df776599d9d2cc39f3b0632cb043,71749378,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1898360,0,0,0,0,0,0,0,1898296,64,0.00003371,0,0,1672531200.0,1672532148.8104451,948.810445,6,0,0.000036001,62,3,3,4,16,4,0,64,multiple,832770,845708,1,0.004946,1672531616.295897,1672531622.7364569,6.440560,0.102901,1,single_window,0,True,
set_02,test_01_known_vehicle_known_attack,test,systematic-3.csv,systematic,set_02/test_01_known_vehicle_known_attack/systematic-3.csv,bb4af22be82a9cc583184f9192ac30126196218338711050272612c516acd7aa,19340328,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,507374,0,0,0,0,0,0,0,507315,59,0.00011629,4,4,1672531200.0,1672531453.6923158,253.692316,0,0,0.000000000,121,3,3,0,16,2,0,59,multiple,52516,168585,1,0.000508,1672531226.2646089,1672531284.271523,58.006914,1.000241,59,multiple_windows,0,True,
set_02,test_01_known_vehicle_known_attack,test,systematic-4.csv,systematic,set_02/test_01_known_vehicle_known_attack/systematic-4.csv,0687f61bf1c5093f98ccfc52c6810dfa95d13c5d96e105bff5a5efbf91d61585,12530600,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,330614,0,0,0,0,0,0,0,329692,922,0.00278875,61,61,1672531200.0,1672531364.7226188,164.722619,0,3,0.000000000,585,3,3,0,16,2,0,922,multiple,106255,195727,1,0.010305,1672531253.09602,1672531297.332278,44.236258,34.900890,2,multiple_windows,0,True,
set_02,test_01_known_vehicle_known_attack,test,triple-3.csv,triple,set_02/test_01_known_vehicle_known_attack/triple-3.csv,690d047141c7918bd6ec623d788e424c04b3305482272e4eccacfb194a5ed9a4,75208963,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1993660,0,0,0,0,0,0,0,1993054,606,0.00030396,0,0,1672531200.0,1672532197.5164831,997.516483,10,0,0.000145912,62,3,3,4,16,4,0,427,multiple,705391,711568,3,0.098090,1672531552.500663,1672531555.28344,2.782777,0.013526,1,single_window,0,True,
set_02,test_01_known_vehicle_known_attack,test,triple-4.csv,triple,set_02/test_01_known_vehicle_known_attack/triple-4.csv,122c3d6aebe4babc9e56a5e2e75b564e51734814714814ffc0e5bd0147530c5a,22523639,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,594448,0,0,0,0,0,0,0,593335,1113,0.00187233,0,0,1672531200.0,1672531496.545475,296.545475,22,3,0.000109911,62,3,3,4,16,4,0,817,multiple,297411,308715,3,0.098452,1672531348.69166,1672531353.785471,5.093811,0.013288,1,single_window,0,True,
set_02,test_02_unknown_vehicle_known_attack,test,double-3.csv,double,set_02/test_02_unknown_vehicle_known_attack/double-3.csv,5bd2854735dc69c84a53a41153d3d414459092dead6d35a778db4ffe9ec5984a,28042269,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,699508,0,0,0,0,0,0,0,697212,2296,0.00328231,0,0,1672531200.0,1672531632.1010339,432.101034,147,4,0.000133991,54,3,3,2,16,2,0,1934,multiple,276432,305567,2,0.078803,1672531371.317337,1672531387.951149,16.633812,0.014302,1,single_window,0,True,
set_02,test_02_unknown_vehicle_known_attack,test,double-4.csv,double,set_02/test_02_unknown_vehicle_known_attack/double-4.csv,85b6ead48349527d1d834517f73b97b8e1edaa2ed9c9f4ccac42b31b526b06a8,24732034,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,611726,0,0,0,0,0,0,0,610370,1356,0.00221668,0,0,1672531200.0,1672531578.27721,378.277210,30,3,0.000155210,54,3,3,2,16,2,0,1101,multiple,213964,229765,2,0.085812,1672531332.6043839,1672531341.561558,8.957174,0.013394,1,single_window,0,True,
set_02,test_02_unknown_vehicle_known_attack,test,fuzzing-3.csv,fuzzing,set_02/test_02_unknown_vehicle_known_attack/fuzzing-3.csv,29710e21dea0871663b6c20aebe41acc1eeeb0bd99f074a0e869bc91567e7d34,20500553,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,510835,0,0,0,0,0,0,0,509965,870,0.00170309,57,57,1672531200.0,1672531516.060251,316.060251,0,0,0.000000000,759,3,3,0,16,2,0,870,multiple,177298,318525,1,0.006160,1672531309.8889968,1672531396.875495,86.986498,0.100293,1,single_window,0,True,
set_02,test_02_unknown_vehicle_known_attack,test,fuzzing-4.csv,fuzzing,set_02/test_02_unknown_vehicle_known_attack/fuzzing-4.csv,74841dd3090f935a45b6449e41739e67a54848c5dabcdd1764030c443248ca85,25311406,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,629562,0,0,0,0,0,0,0,628052,1510,0.00239849,70,70,1672531200.0,1672531589.2455859,389.245586,0,0,0.000000000,1096,3,3,0,16,2,0,1029,multiple,161620,165719,5,0.368293,1672531300.1612279,1672531301.77473,1.613502,0.001232,1,single_window,0,True,
set_02,test_02_unknown_vehicle_known_attack,test,interval-3.csv,interval,set_02/test_02_unknown_vehicle_known_attack/interval-3.csv,b17052b50df3d3637224c38557e25f04997aef7fd81d4a5ce1dcff7b1f70dc30,15924892,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,393679,0,0,0,0,0,0,0,392891,788,0.00200163,0,0,1672531200.0,1672531443.4882102,243.488210,0,0,0.000000000,54,3,3,2,16,2,0,197,multiple,118815,125928,4,0.110768,1672531273.6287711,1672531277.5486162,3.919845,0.020754,1,single_window,0,True,
set_02,test_02_unknown_vehicle_known_attack,test,interval-4.csv,interval,set_02/test_02_unknown_vehicle_known_attack/interval-4.csv,f5065b7a46575edf0d39e39757ba543c5f4c6dae7aa232c74de5d5a75ecbc77e,36715373,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,907454,0,0,0,0,0,0,0,907204,250,0.00027550,0,0,1672531200.0,1672531781.009799,581.009799,0,0,0.000000000,54,3,3,2,16,2,0,250,multiple,377315,385604,1,0.030157,1672531433.8367939,1672531438.816416,4.979622,0.020998,1,single_window,0,True,
set_02,test_02_unknown_vehicle_known_attack,test,speed-3.csv,speed,set_02/test_02_unknown_vehicle_known_attack/speed-3.csv,19eb55a1177d2ed82272d1dfd4af3bdd37153fd85a78b095ddc8520b7f20b738,25981307,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,649177,0,0,0,0,0,0,0,648844,333,0.00051296,0,0,1672531200.0,1672531602.1292191,402.129219,0,0,0.000000000,54,3,3,2,16,2,0,329,multiple,143439,145374,2,0.172004,1672531288.8979571,1672531289.8866789,0.988722,0.003790,1,single_window,0,True,
set_02,test_02_unknown_vehicle_known_attack,test,speed-4.csv,speed,set_02/test_02_unknown_vehicle_known_attack/speed-4.csv,8bef72a087b488cb521013243196f07d4feb26d7dfc0cc234e2f39963cac5757,19603552,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,486777,0,0,0,0,0,0,0,486443,334,0.00068615,0,0,1672531200.0,1672531501.4739859,301.473986,0,2,0.000000000,54,3,3,2,16,2,0,323,multiple,149419,151352,2,0.172699,1672531292.6089251,1672531293.5944772,0.985552,0.003954,1,single_window,0,True,
set_02,test_02_unknown_vehicle_known_attack,test,systematic-3.csv,systematic,set_02/test_02_unknown_vehicle_known_attack/systematic-3.csv,ae04b96d563258dc9533acfb60d5da6afef6986e46a8c572dbaa90395f16a45c,40594450,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1012913,0,0,0,0,0,0,0,1003139,9774,0.00964940,605,605,1672531200.0,1672531821.707895,621.707895,0,15,0.000000000,2048,3,3,0,16,2,0,6467,multiple,364021,434647,6,0.138389,1672531425.6023979,1672531463.318119,37.715721,15.350981,4,multiple_windows,0,True,
set_02,test_02_unknown_vehicle_known_attack,test,systematic-4.csv,systematic,set_02/test_02_unknown_vehicle_known_attack/systematic-4.csv,6e7adccb007a15c705362766f99f0533cfefd664c2d9046ed2e3373672503743,49950983,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1235881,0,0,0,0,0,0,0,1233676,2205,0.00178415,131,131,1672531200.0,1672531964.5858982,764.585898,0,5,0.000000000,2048,3,3,0,16,2,0,1577,multiple,354229,360251,4,0.366097,1672531419.5395551,1672531421.9041362,2.364581,0.001252,1,single_window,0,True,
set_02,test_02_unknown_vehicle_known_attack,test,triple-3.csv,triple,set_02/test_02_unknown_vehicle_known_attack/triple-3.csv,ac6b65bedf27fcd5c94c28cbe7cb1912c2fdc4f632854626daff3d5f933c3904,27993164,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,697350,0,0,0,0,0,0,0,697212,138,0.00019789,0,0,1672531200.0,1672531632.1014822,432.101482,5,0,0.000050068,54,3,3,2,16,2,0,109,multiple,367261,374983,3,0.017869,1672531427.610255,1672531432.3107541,4.700499,0.103289,1,single_window,0,True,
set_02,test_02_unknown_vehicle_known_attack,test,triple-4.csv,triple,set_02/test_02_unknown_vehicle_known_attack/triple-4.csv,5dd78aff99dcdc0a1a0da0594aeced856c1a605998e311946b341ab28a4efde7,24453962,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,610565,0,0,0,0,0,0,0,610370,195,0.00031938,0,0,1672531200.0,1672531578.2782609,378.278261,8,1,0.000087023,54,3,3,2,16,2,0,148,multiple,158345,169314,3,0.017776,1672531298.1369629,1672531304.815958,6.678995,0.103182,1,single_window,0,True,
set_02,test_03_known_vehicle_unknown_attack,test,DoS-3.csv,DoS,set_02/test_03_known_vehicle_unknown_attack/DoS-3.csv,09515cb41fc0885a655e35a28989ecb2b8e02b777253f042491fd7e9abf83106,36972674,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,971181,0,0,0,0,0,0,0,957582,13599,0.01400254,0,0,1672531200.0,1672531678.755234,478.755234,31,16,0.000005007,62,3,3,4,16,4,0,7677,multiple,241421,280109,10,0.351495,1672531320.67934,1672531333.2269371,12.547597,0.001803,1,single_window,0,True,
set_02,test_03_known_vehicle_unknown_attack,test,DoS-4.csv,DoS,set_02/test_03_known_vehicle_unknown_attack/DoS-4.csv,c62f504818cbe37d82b44b0f166c8eb1a0aaf109322ec3ec7cf7565190c9c658,19794271,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,521593,0,0,0,0,0,0,0,506500,15093,0.02893635,0,0,1672531200.0,1672531453.1484661,253.148466,0,35,0.000000000,62,3,3,4,16,4,0,9033,multiple,179687,221567,10,0.360378,1672531289.8233311,1672531303.216265,13.392934,0.001808,1,single_window,0,True,
set_02,test_03_known_vehicle_unknown_attack,test,force-neutral-3.csv,force-neutral,set_02/test_03_known_vehicle_unknown_attack/force-neutral-3.csv,54fc26671f2a55ba25088599b9b1fe706b49dc37fff4e91c4b1879432d59fde2,160101768,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,4210018,0,0,0,0,0,0,0,4209985,33,0.00000784,0,0,1672531200.0,1672533303.8579762,2103.857976,3,0,0.000038147,62,3,3,4,16,4,0,33,multiple,1263890,1296114,1,0.001024,1672531831.5966671,1672531847.6823652,16.085698,0.503749,1,single_window,0,True,
set_02,test_03_known_vehicle_unknown_attack,test,force-neutral-4.csv,force-neutral,set_02/test_03_known_vehicle_unknown_attack/force-neutral-4.csv,94f8b2a16466d0d7c0c788f7a823049d6d94109458eb2d119171906d264bf47c,100792113,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,2657027,0,0,0,0,0,0,0,2657010,17,0.00000640,0,0,1672531200.0,1672532528.194572,1328.194572,7,0,0.000083923,62,3,3,4,16,4,0,17,multiple,1281859,1393678,1,0.000152,1672531840.6968591,1672531896.569222,55.872363,10.831940,17,multiple_windows,0,True,
set_02,test_03_known_vehicle_unknown_attack,test,rpm-3.csv,rpm,set_02/test_03_known_vehicle_unknown_attack/rpm-3.csv,cc67c73603f508ab7b057fea5d4f16562f3384ec1cf6c546733e1497b10b7760,47718330,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1254259,0,0,0,0,0,0,0,1254246,13,0.00001036,0,0,1672531200.0,1672531828.3492911,628.349291,3,0,0.000047922,62,3,3,4,16,4,0,13,multiple,565830,585114,1,0.000674,1672531482.8630891,1672531492.494477,9.631388,0.802998,1,single_window,0,True,
set_02,test_03_known_vehicle_unknown_attack,test,rpm-4.csv,rpm,set_02/test_03_known_vehicle_unknown_attack/rpm-4.csv,a04c5f5c449df150832b37e4e81399665474c54e76932523b18fd41604f4ed76,39658058,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1052123,0,0,0,0,0,0,0,1052106,17,0.00001616,0,0,1672531200.0,1672531727.6480639,527.648064,3,0,0.000109911,62,3,3,4,16,4,0,17,multiple,538875,569385,1,0.000557,1672531469.4519141,1672531484.6946449,15.242731,0.953160,1,single_window,0,True,
set_02,test_03_known_vehicle_unknown_attack,test,standstill-3.csv,standstill,set_02/test_03_known_vehicle_unknown_attack/standstill-3.csv,12c2c412b7ea37e7df9cc8f6808382a017c9a49351e0f631a2592e4f6c2350c9,26145407,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,686802,0,0,0,0,0,0,0,686796,6,0.00000874,0,0,1672531200.0,1672531571.6702819,371.670282,2,0,0.000130177,62,3,3,4,16,4,0,6,multiple,391195,491305,1,0.000060,1672531422.42689,1672531472.4420681,50.015178,10.003304,6,multiple_windows,0,True,
set_02,test_03_known_vehicle_unknown_attack,test,standstill-4.csv,standstill,set_02/test_03_known_vehicle_unknown_attack/standstill-4.csv,f450cbb09f495b371e87bba3d301a6003a340fe43f1c90a43b670d845332f600,30320520,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,797053,0,0,0,0,0,0,0,797040,13,0.00001631,0,0,1672531200.0,1672531599.9655571,399.965557,0,0,0.000000000,62,3,3,4,16,4,0,13,multiple,384336,456439,1,0.000180,1672531392.1236179,1672531428.158695,36.035077,3.003338,13,multiple_windows,0,True,
set_02,test_04_unknown_vehicle_unknown_attack,test,DoS-3.csv,DoS,set_02/test_04_unknown_vehicle_unknown_attack/DoS-3.csv,85ead308d4be63f1a60da97e5ad56d279af205423110b4bf43d082a00f4cb757,11778073,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,291582,0,0,0,0,0,0,0,287013,4569,0.01566969,0,0,1672531200.0,1672531377.8777311,177.877731,0,11,0.000000000,54,3,3,2,16,2,0,2495,multiple,60380,71667,9,0.404766,1672531237.419883,1672531241.5883682,4.168485,0.001732,1,single_window,0,True,
set_02,test_04_unknown_vehicle_unknown_attack,test,DoS-4.csv,DoS,set_02/test_04_unknown_vehicle_unknown_attack/DoS-4.csv,2058c8be5fca89c815fec149ceee813ea6d858b4031796a95219eec993a28a88,26293077,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,653469,0,0,0,0,0,0,0,643639,9830,0.01504279,0,0,1672531200.0,1672532182.57567,982.575670,0,0,0.000000000,54,3,3,2,16,2,0,1186,multiple,8763,20089,19,0.867838,1672531658.2420411,1672531667.4341111,9.192070,0.001991,1,single_window,0,True,
set_02,test_04_unknown_vehicle_unknown_attack,test,force-neutral-3.csv,force-neutral,set_02/test_04_unknown_vehicle_unknown_attack/force-neutral-3.csv,db03d56afd86d88f7675dc67df814ff28d3d43c2be6936cc326c34ce797bb761,19196850,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,479368,0,0,0,0,0,0,0,478124,1244,0.00259508,0,0,1672531200.0,1672531496.3159649,296.315965,0,2,0.000000000,54,3,3,2,16,2,0,1244,multiple,92755,218480,1,0.009895,1672531257.4809179,1672531334.6271839,77.146266,29.554432,4,multiple_windows,0,True,
set_02,test_04_unknown_vehicle_unknown_attack,test,force-neutral-4.csv,force-neutral,set_02/test_04_unknown_vehicle_unknown_attack/force-neutral-4.csv,b8d20162ee2db4c36c3b6ee0343c0ededadd2f342667422aaceb2947ca60a322,34849085,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,870399,0,0,0,0,0,0,0,870065,334,0.00038373,0,0,1672531200.0,1672531739.202307,539.202307,0,0,0.000000000,54,3,3,2,16,2,0,287,multiple,461713,463720,3,0.166335,1672531486.133743,1672531487.1648879,1.031145,0.004301,1,single_window,0,True,
set_02,test_04_unknown_vehicle_unknown_attack,test,rpm-3.csv,rpm,set_02/test_04_unknown_vehicle_unknown_attack/rpm-3.csv,3e14a91556ab1061dac4b3df6ee914aa304cf2a58fbd77cb6f638d4a45dbdf52,27688947,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,689308,0,0,0,0,0,0,0,688742,566,0.00082111,0,0,1672531200.0,1672531626.8613369,426.861337,0,0,0.000000000,54,3,3,2,16,2,0,500,multiple,397770,401120,3,0.168905,1672531446.5270779,1672531448.2535388,1.726461,0.004132,1,single_window,0,True,
set_02,test_04_unknown_vehicle_unknown_attack,test,rpm-4.csv,rpm,set_02/test_04_unknown_vehicle_unknown_attack/rpm-4.csv,d456f171549ddba8e6b4b188341413baef646c26fffab409e8be56544f0228e4,25863545,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,642822,0,0,0,0,0,0,0,641942,880,0.00136896,0,0,1672531200.0,1672531597.8522921,397.852292,0,1,0.000000000,54,3,3,2,16,2,0,857,multiple,332477,375024,2,0.020683,1672531406.0630491,1672531431.8872051,25.824156,6.254671,8,multiple_windows,0,True,
set_02,test_04_unknown_vehicle_unknown_attack,test,standstill-3.csv,standstill,set_02/test_04_unknown_vehicle_unknown_attack/standstill-3.csv,e5413befc9689c04769a395a97e4c25774cfa09fe1dde76b949f27e9c8b05dc6,32472163,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,810295,0,0,0,0,0,0,0,809782,513,0.00063310,0,0,1672531200.0,1672531701.8628991,501.862899,0,1,0.000000000,54,3,3,2,16,2,0,431,multiple,396556,398875,4,0.221121,1672531445.768507,1672531446.8897979,1.121291,0.003557,1,single_window,0,True,
